gene_id,SRR22458540,SRR22458547,SRR7780828,SRR7780898,SRR7819748,SRR7819792,SRR7819798,SRR7819835,SRR7819862,SRR7819901,SRR7819906,SRR7819938
DIRAS2,11,0,567,413,12,17,15,0,7,12,7,41
GADD45G,6,56,1212,662,2336,1315,625,4267,737,3603,1483,365
SYK,36,43,2408,1327,182,1057,1384,1102,1649,1701,1079,673
AUH,159,304,1628,958,1474,1751,1681,5331,4177,1235,2988,1413
SEMA4D,85,74,4154,2012,1850,1621,1724,1157,1551,1968,1667,1202
CKS2,43,83,411,208,613,439,1688,779,4232,2215,1063,1374
S1PR3,40,20,2150,1139,178,123,72,250,99,122,86,387
SECISBP2,250,407,3117,1822,3121,2782,2588,3076,4072,2476,3702,2148
SHC3,10,16,1582,795,51,137,324,100,238,355,84,319
SPIN1,526,487,1819,925,5091,4218,6431,2380,4799,7181,4207,4123
CDK20,163,189,4837,2950,3238,1625,2238,1859,2458,4374,2619,1300
ZNF169,217,188,2329,1406,2138,1615,1920,1005,2044,3234,2254,1311
MIRLET7D,5,12,73,56,42,31,27,1,137,48,30,31
MIRLET7D,1,1,1,1,1,1,1,0,1,1,1,1
MIRLET7F,2,3,46,20,2,1,1,0,2,0,3,2
MIRLET7F,1,1,2,1,1,1,1,0,0,0,1,1
PTPDC1,29,17,3308,1869,234,202,166,59,196,208,185,158
PHF2,254,306,3170,1493,2740,2911,2924,2071,3320,6326,3254,2218
NINJ1,85,36,565,367,1126,848,1964,3630,2058,5549,1644,1271
WNK2,16,62,6515,3264,1473,1561,1846,19,997,2940,1441,366
CARD19,24,15,547,280,763,843,1132,456,1538,2067,1831,1120
SUSD3,0,0,852,361,30,70,22,37,47,95,45,23
MIR8893,0,0,1,3,0,1,1,0,0,0,0,0
MIR8893,0,0,0,1,0,1,1,0,0,0,0,0
FAM120A,884,952,2470,1432,8472,8621,8794,5337,10864,9213,7258,4735
FGD3,27,12,2665,1327,108,441,178,478,307,608,409,223
BICD2,602,347,3456,1905,3435,3168,4035,3834,4155,6615,4074,7112
NOL8,281,410,4249,2863,3004,1952,1984,1682,2823,2131,2417,2176
CENPP,25,34,1130,648,208,117,520,371,885,960,1101,226
IPPK,84,51,2413,1343,823,621,941,358,1234,1355,830,1967
ECM2,1833,565,2348,1429,383,5574,1406,10961,11617,1632,9346,2835
ASPN,812,539,1498,894,38,2662,1370,4642,17872,9742,11192,5687
OMD,245,56,3759,2354,58,2205,612,780,3489,5989,5142,1048
OGN,1216,528,2015,1164,16,2082,415,2797,6323,4095,3540,652
ZNF484,131,175,4006,2647,185,265,98,63,65,52,264,56
IARS1,661,883,5593,3354,6565,4818,5130,3997,6735,3183,5102,7549
MFSD14B,569,508,1434,1059,2495,2824,2757,1407,5057,2159,3514,3764
ZBTB45,21,13,2717,1383,440,241,307,192,294,523,257,280
SLC27A5,34,27,517,234,360,241,147,78,252,258,256,110
MZF1,138,155,2874,1462,2129,1426,1711,509,1634,4003,2003,848
TRIM28,571,1116,2500,1470,14750,6318,9503,6030,11085,13815,9136,7917
UBE2M,118,148,655,408,1995,1364,3024,2878,2848,3908,2556,2679
CHMP2A,253,372,721,425,4518,3639,5732,8221,10303,14994,8149,8609
ZNF132,92,80,228,166,288,506,446,235,547,589,380,299
ZNF584,40,49,1678,996,545,218,352,235,492,199,656,327
RNF225,46,15,1672,869,30,0,0,0,0,0,0,1557
A1BG,19,39,1001,618,172,201,53,0,251,157,159,44
RPS5,1951,5242,617,449,80120,38646,54504,59411,55652,117159,62413,58860
ZNF837,38,30,1391,847,178,92,288,223,237,233,167,184
ZSCAN22,373,310,1957,1233,2091,2406,1619,1052,2178,883,2441,1715
ZNF8,182,344,2742,1544,1430,1367,1082,301,1899,1661,1888,1050
ZNF274,116,131,1499,905,1835,1244,1122,787,2362,2028,2083,1114
ZNF329,110,140,2653,1632,674,765,627,350,1480,941,1081,743
ZSCAN18,279,178,1598,852,726,2649,2538,3077,3151,3483,4578,1097
ZNF135,114,115,2707,1618,797,796,905,617,1200,782,1269,448
ZSCAN1,15,39,2280,1052,758,387,499,589,840,1802,788,311
ZNF606,261,356,3788,2506,1268,1530,980,1036,2013,1408,1786,665
ZSCAN4,4,0,928,557,0,3,0,0,0,0,0,3
ZNF550,30,33,1520,931,157,145,64,82,70,13,210,72
ZNF304,71,88,3161,1888,394,454,381,181,681,431,680,273
ZNF772,64,81,2709,1717,327,528,290,254,580,241,687,153
DUXA,0,0,556,375,0,0,0,0,0,0,0,0
ZIM2,0,0,1921,1240,0,6,7,0,0,7,0,0
ZNF835,9,6,2984,2109,86,35,54,75,92,103,201,12
PEG3,712,3509,9182,6283,1303,9408,7116,1441,8598,2720,7396,693
ZNF71,55,45,2499,1570,726,527,489,401,547,1248,1218,429
ZFP28,231,311,7824,4579,850,1117,909,494,1491,593,1469,579
ZNF582,145,200,2142,1281,629,585,696,484,1133,861,813,357
ZNF444,20,28,1141,547,549,288,743,270,574,1140,699,227
ZNF667,118,100,3940,2128,549,572,375,724,1021,738,1202,398
ZNF583,59,45,2644,2043,250,314,247,239,735,362,619,329
RFPL4A,4,0,1302,796,5,10,4,0,0,13,5,11
ZNF787,112,116,2056,1178,1437,879,1042,560,992,2158,1148,566
EPN1,160,171,1642,940,3038,2051,3082,3188,3035,4459,2193,2298
ZNF784,61,56,2140,858,1117,570,881,430,1019,2106,883,539
ZNF524,29,28,1263,728,965,443,743,845,720,1780,1048,521
ZNF865,28,48,3867,2035,1252,756,1045,591,959,1968,975,637
ZNF579,4,25,937,438,595,296,472,418,557,787,467,288
FIZ1,44,32,3403,1653,1059,619,1056,742,1288,3455,989,874
CCDC106,60,78,752,361,441,296,490,596,772,928,393,320
ZNF581,46,46,741,369,240,204,250,213,315,501,203,181
ZNF580,17,35,947,546,1009,407,881,529,687,2841,582,350
U2AF2,229,276,1331,693,5637,4172,5139,3768,7053,4184,6934,5558
NAT14,48,48,1147,663,1387,546,1041,1171,1225,3185,1283,362
ZNF628,36,64,2346,1405,939,531,674,534,477,1104,499,294
SSC5D,306,46,5486,2694,242,857,599,7079,1481,2176,975,886
ISOC2,79,93,643,341,1801,988,1565,3714,2224,3983,1203,1370
SHISA7,12,5,2245,1083,130,99,69,229,42,262,73,44
UBE2S,76,160,851,433,1102,544,2211,1143,4299,2242,1378,2614
TMEM190,0,0,666,397,6,7,12,0,0,36,15,19
TMEM238,6,13,0,9,1640,356,846,232,452,1948,627,404
FAM71E2,0,0,39,58,11,16,0,0,0,7,10,16
IL11,5,0,924,459,66,37,59,17,159,79,39,69
KMT5C,33,47,1798,888,612,256,350,231,492,1119,462,342
RPL28,1006,2971,610,361,54779,30273,41649,48589,54866,88987,53841,42518
TMEM150B,43,39,1146,562,270,849,395,968,988,1211,545,503
BRSK1,28,28,2070,1017,242,242,591,128,695,945,548,120
HSPBP1,72,94,1160,629,2163,1034,2401,1514,1925,4222,1141,1444
SYT5,0,0,1282,673,166,18,34,0,97,94,60,15
DNAAF3,19,16,2035,941,960,218,267,463,633,828,649,177
TNNI3,0,0,577,278,157,30,60,106,183,261,69,26
TNNT1,0,0,640,358,70,20,43,7,1572,41,14,72
PPP6R1,370,464,2745,1529,4723,4681,5067,3801,6772,7756,4169,5001
TMEM86B,19,6,740,336,264,151,82,29,89,549,113,65
RDH13,42,36,1419,775,706,398,699,622,652,404,449,798
GP6,0,0,1279,717,0,0,0,35,24,15,8,18
CDC42EP5,52,58,269,162,1080,860,2522,616,2794,4308,2760,1003
PPP1R12C,242,310,1820,837,3128,2356,3015,4324,4045,8880,3768,3253
EPS8L1,384,330,2706,1342,3984,1404,1613,52,3125,5110,1324,16879
TTYH1,0,10,1156,625,14,75,172,0,134,154,149,28
LAIR1,9,19,455,234,143,422,192,649,617,529,272,251
LENG8,1067,1035,2574,1367,25074,18524,7734,2969,10737,13471,15087,6439
LENG9,6,0,1719,847,49,15,25,8,28,30,27,7
TSEN34,85,145,1083,536,3044,1338,2563,1393,3432,3457,3533,2051
TMC4,10,65,2396,1146,5347,1183,3377,146,3263,3771,2368,641
MBOAT7,103,141,2369,1157,2395,1925,2904,2759,2832,5710,1573,2908
RPS9,1728,5730,762,399,71537,42152,53427,80481,92215,99786,107406,62567
CNOT3,109,120,2303,1086,2557,1706,1757,1473,1806,1888,2035,1327
LENG1,33,61,492,244,830,290,501,641,999,1616,1353,623
VSTM1,0,0,1009,623,4,45,29,39,22,15,96,50
PRKCG,0,0,92,81,23,18,38,0,17,45,18,29
TFPT,35,30,965,452,511,333,551,744,908,1595,836,747
OSCAR,0,0,950,512,0,5,0,3,26,40,0,6
PRPF31,146,261,1495,886,3344,1880,2955,2892,4340,5096,4062,3240
NDUFA3,62,93,462,216,1267,748,1373,2421,2274,4706,2016,1755
MYADM,334,224,10,22,7293,6910,15795,6844,21382,14729,11158,13323
NLRP12,22,153,140,84,2783,1444,1633,178,878,779,560,195
MIR371,0,1,2,0,34,14,12,0,11,1,5,2
MIR371,0,1,1,0,1,1,1,0,1,0,1,1
ZNF331,211,232,3137,1609,1872,1622,1549,1357,2472,3447,2675,970
MIR8891,0,0,0,0,1,1,1,1,1,0,1,1
MIR8891,1,0,1,2,16,8,6,5,17,2,7,6
ZNF432,50,114,3112,1680,241,429,330,134,787,261,385,164
PPP2R1A,499,706,2009,1019,10374,7331,8778,11577,10862,11185,10400,9016
MIR99B,0,0,2,1,0,0,0,0,0,0,0,0
MIR99B,0,0,1,1,0,0,0,0,0,0,0,0
HAS1,5,0,1711,817,18,42,9,121,129,207,35,260
SPACA6,195,195,1952,1008,2490,1409,1693,336,2656,5830,2789,1234
MIR125A,2,1,12,14,2,2,0,0,0,1,1,0
MIR125A,1,0,1,1,1,1,0,0,0,1,1,0
ZNF613,71,135,3235,1856,75,413,277,143,675,261,477,107
NKG7,0,0,88,46,35,103,32,500,84,271,86,47
CLDND2,10,8,37,39,15,55,30,144,50,178,54,23
ZNF175,26,66,4160,2357,222,418,378,219,614,710,562,359
IGLON5,0,0,1699,709,8,138,149,404,138,613,132,66
CEACAM18,1,0,1210,701,0,0,0,0,0,0,0,13
SIGLECL1,0,0,975,475,0,0,0,0,0,0,0,0
KLK14,0,0,778,419,0,6,0,0,0,0,0,279
CTU1,20,21,158,194,179,95,74,17,82,20,128,99
KLK12,0,6,30,17,18,0,6,0,0,9,0,2495
VSIG10L,90,33,3515,1900,286,165,455,968,361,527,505,2324
ETFB,268,339,960,503,3771,2736,3840,13429,6899,6147,5045,6133
KLK13,3,6,992,542,16,0,8,4,15,2,0,3246
KLK11,65,20,714,397,66,9,0,0,7,26,5,3352
KLK10,55,21,724,373,89,5,11,0,13,60,7,9499
KLK9,10,3,651,384,0,0,0,0,0,0,0,1823
KLK8,42,10,444,243,19,0,0,0,0,8,26,2862
KLK2,3,0,1178,654,134,0,0,0,288,419,0,16
CLEC11A,63,48,1693,723,247,379,415,483,2293,424,632,1295
KLK7,135,36,692,361,140,0,13,3,17,0,0,19007
KLK6,11,10,266,139,49,317,3346,16,404,364,3910,5911
KLK5,142,23,1026,624,46,2,5,0,27,5,7,12799
KLK4,47,12,725,453,28,107,53,156,292,343,519,258
C1H19orf81,2,0,330,163,3,0,8,0,0,8,9,8
SHANK1,20,6,3703,2046,0,42,15,22,22,0,11,38
LRRC4B,26,18,3487,1956,6,142,112,47,184,183,143,43
JOSD2,49,104,375,186,1098,608,1915,1855,1806,2562,1309,1283
SPIB,0,4,644,294,69,112,73,30,69,127,22,23
MYBPC2,10,7,3634,1968,64,174,172,47,1685,318,102,136
FAM71E1,0,11,1038,538,243,85,222,475,186,384,242,107
EMC10,139,179,623,308,3289,2297,4351,2550,4391,4335,3650,2903
POLD1,98,88,3593,1632,1707,681,960,633,1079,1938,825,566
NAPSA,0,5,1220,586,23,154,30,0,69,72,268,162
KCNC3,11,14,359,262,96,184,169,147,100,119,107,158
NR1H2,247,255,1740,896,7019,4840,5474,5723,5129,9811,6446,4076
SIGLEC11,12,6,961,504,38,40,22,46,104,46,64,67
MYH14,737,298,4969,2547,29275,3090,8702,10468,4680,9820,4580,12565
ZNF473,105,139,5311,3016,850,620,495,176,947,1026,682,672
VRK3,101,195,1288,803,2362,1497,1727,2064,2461,3305,3332,1448
ATF5,27,17,281,163,518,360,511,754,681,1013,697,532
IL4I1,13,13,2520,1337,263,228,209,324,311,525,260,147
AKT1S1,169,161,656,343,3255,2463,3216,3644,2713,5851,2497,3324
NUP62,249,271,2505,1398,3306,1906,3014,1842,3710,4603,3711,3073
TBC1D17,205,294,2099,1141,4815,2899,2892,4101,3465,6041,3595,2138
PNKP,267,317,3683,1921,6026,4022,3669,1669,3826,9479,4714,2171
PTOV1,77,132,814,377,1921,1120,2659,2559,2970,10440,2011,1167
MED25,171,148,2034,1030,4583,2200,3130,2487,2797,8443,2956,1925
TSKS,7,32,1486,766,648,867,548,113,1300,3273,994,221
ADM5,9,7,538,229,235,869,502,94,458,559,382,359
CPT1C,29,40,2131,1099,59,478,283,74,803,1057,1088,244
FUZ,38,45,1644,641,899,556,767,783,1266,1885,1022,521
AP2A1,402,414,3739,1794,3152,4198,4114,6081,4537,5467,5613,4038
PRMT1,196,441,1020,641,6902,4018,7968,3776,10524,6778,6398,6556
BCL2L12,19,15,587,357,559,385,770,464,928,1244,525,630
IRF3,234,685,1392,753,5920,4916,8465,4844,9772,18549,8654,5134
RRAS,70,40,546,279,1654,1484,3245,5611,2482,9080,2713,1570
SCAF1,199,125,4792,2415,3955,2310,3125,3063,2637,5063,2568,1927
PRR12,207,66,5688,2878,2732,1355,1487,1768,1231,3199,1713,1088
PRRG2,49,76,534,217,692,695,963,72,1016,1275,754,1725
NOSIP,108,108,984,534,2362,1252,1818,2174,2271,5216,2674,1707
RCN3,361,149,1397,714,198,1041,668,2990,3062,5067,1774,988
FCGRT,511,464,1149,573,1995,4837,4261,27762,8237,11060,9507,4360
RPS11,2791,10628,414,187,119151,79109,107264,118935,175663,345103,167841,115979
FLT3LG,33,17,700,334,665,564,747,940,787,2720,963,489
SLC17A7,0,0,1667,920,0,9,10,0,10,31,0,0
KASH5,19,11,1517,755,369,28,54,5,109,73,62,643
PIH1D1,86,100,933,445,2295,949,1693,1395,2584,4121,1998,1671
ALDH16A1,148,132,2405,1149,2293,713,1534,2369,2227,3479,2386,1470
RPL13A,4887,16586,580,307,192223,108267,124071,170174,280645,265189,245186,159364
TEAD2,97,224,1061,619,2361,1671,2478,1830,2954,1800,3043,1108
MIR8890,0,1,0,2,0,0,0,0,2,0,1,0
MIR8890,0,0,0,1,0,0,0,0,1,0,0,0
CD37,25,31,697,428,246,961,390,1355,1116,1372,950,632
HRC,9,9,1485,1026,177,96,127,105,680,345,169,59
TRPM4,121,172,3314,1834,3381,1437,1499,1238,1891,2750,1657,1381
PPFIA3,100,35,2008,1083,848,117,284,30,277,594,228,2742
RUVBL2,95,91,820,455,2339,1571,1799,728,2403,863,1745,1455
DHDH,8,10,641,344,214,417,450,962,282,626,582,170
BAX,17,27,154,51,1015,679,1396,652,1758,1547,1411,908
GYS1,275,132,1822,999,1440,1019,1357,5408,1921,2282,1727,1390
FTL,1679,2799,366,228,35190,79802,154053,195206,124362,219412,116721,71074
TULP2,7,0,1127,719,10,21,19,244,26,20,8,22
NUCB1,906,807,1147,719,11180,11040,22307,28903,21406,48213,24389,11742
PPP1R15A,263,168,2076,1113,10857,3935,5739,5909,9514,10383,17656,8229
FUT1,14,27,27,32,573,361,963,0,863,1030,751,304
PLEKHA4,77,84,966,565,559,1015,2516,889,2063,4050,1737,1431
HSD17B14,66,24,812,461,1747,297,419,509,1016,1224,1260,3721
BCAT2,122,86,1556,839,1321,1311,2848,3661,5208,6524,3335,1287
RASIP1,121,57,3074,1504,301,1310,1282,1045,1521,3771,3915,684
IZUMO1,18,0,1018,519,93,179,129,192,163,236,253,70
CA11,25,51,1026,568,116,548,500,493,1413,1954,1506,393
MAMSTR,24,6,1217,686,41,48,84,26,55,57,66,30
FUT2,38,31,2968,1448,683,685,831,0,884,1079,575,474
NTN5,0,0,1195,569,3,0,0,0,0,0,0,0
SPACA4,0,12,560,287,23,48,3,0,147,21,4,12
FAM83E,2,153,1846,808,225,487,70,0,2475,992,99,10
LMTK3,8,31,1213,795,637,233,243,113,227,812,391,75
SULT2B1,64,90,739,416,554,356,172,0,2048,1260,463,7047
KCNJ14,0,5,1115,550,58,49,58,58,73,136,28,121
CYTH2,138,144,1334,764,2906,1222,2012,1393,3753,4173,3338,2677
GRWD1,39,61,1217,623,993,615,816,299,634,1022,514,549
SPHK2,32,50,3235,1612,929,646,1144,908,885,2074,1045,604
DBP,117,90,1552,805,1751,675,827,718,1491,3600,1351,435
RPL18,1760,5862,259,145,77464,38371,48724,65361,100235,162608,86453,64104
GRIN2D,0,0,3196,1616,21,8,0,0,5,10,6,16
KDELR1,256,302,26,39,7511,4789,7836,9857,9002,17566,7398,4007
TMEM143,18,12,1639,812,351,209,351,625,417,664,441,220
ODAD1,15,6,1517,877,147,68,106,19,104,302,60,32
EMP3,161,50,581,313,687,1946,1255,2856,5002,4871,2889,4825
CARD8,10,0,0,4,46,220,91,49,100,157,184,67
CABP5,15,12,619,430,208,56,46,13,67,245,77,64
TPRX1,0,0,32,33,0,0,0,0,0,0,0,0
ZSWIM9,8,0,3993,2053,206,147,130,175,148,338,268,84
LIG1,123,160,2148,1126,2968,1076,1430,1521,2544,2593,2270,1143
SELENOW,315,227,273,168,5634,4649,10348,11011,9188,26298,10835,9767
NOP53,422,1222,1328,675,32411,14747,16728,21338,19665,41487,28287,10355
EHD2,1446,421,2722,1443,6587,5290,5655,51762,10435,6673,13288,7028
ZNF541,4,0,4802,2528,2,0,0,0,0,0,3,6
BICRA,47,29,5484,2495,1598,1472,1231,554,796,3817,1436,667
NAPA,214,297,819,459,5420,4891,6437,5281,6604,15636,5761,7261
SLC8A2,0,6,4354,2205,0,54,16,3,25,21,33,43
KPTN,74,58,2469,1163,651,513,651,431,842,1167,833,719
MEIS3,56,13,1029,599,38,198,449,476,751,1507,374,582
C5AR1,16,12,1185,723,79,577,610,1826,943,249,710,683
CCDC9,94,66,2177,1000,1563,961,837,807,1551,1425,1489,1439
INAFM1,8,7,34,26,266,90,182,187,197,1812,220,235
DHX34,124,90,3103,1674,838,721,704,635,666,1275,736,555
C5AR2,22,11,499,617,175,534,502,774,513,287,1169,121
BBC3,33,36,294,126,1004,285,531,219,645,1198,500,183
TMEM160,17,22,816,371,525,319,945,905,797,1361,957,847
NPAS1,22,6,1512,713,35,59,243,1452,81,331,94,61
SAE1,259,314,1044,665,2943,2564,4036,2470,5144,3160,2869,4895
ZC3H4,258,273,4465,2299,3767,2756,2357,2850,2153,3750,2654,1473
AP2S1,100,96,553,292,1547,1318,2923,4577,3984,6894,2242,3503
ARHGAP35,733,656,7057,4651,3679,4177,2573,2570,1264,94,2755,1650
SLC1A5,246,37,2026,1014,904,1541,2178,13154,2089,1672,1543,2824
DACT3,12,12,1096,448,11,77,49,105,177,114,176,72
PTGIR,10,0,2274,1102,5,154,44,372,139,40,129,64
FKRP,69,112,2587,1278,1031,681,936,662,1246,1081,1105,502
STRN4,314,282,1894,1025,3709,3351,3921,3832,3786,6223,4084,3377
PRKD2,106,81,2413,1237,1758,1369,1776,916,1740,3364,2087,1135
CALM3,388,707,604,357,1678,2962,3381,4321,9150,4799,3663,4572
PNMA8A,27,34,1871,1155,469,188,326,57,289,533,197,165
PNMA8C,0,0,695,358,2,3,1,0,0,0,2,0
PNMA8B,0,0,60,90,0,0,0,0,0,0,0,0
CCDC8,178,238,1808,969,1486,1458,1699,1611,3120,2655,3111,959
PPP5C,132,205,1438,755,1893,1422,2252,1436,3082,3631,2659,1609
HIF3A,32,7,49,87,70,733,77,1310,165,669,2107,55
NOVA2,42,7,1090,642,3,211,90,154,151,309,481,68
MYPOP,15,11,1247,692,365,220,272,253,328,767,426,190
PGLYRP1,0,0,385,168,18,25,12,66,38,49,89,29
CCDC61,95,68,1278,674,1392,979,737,755,1324,2769,1451,794
MIR769,7,0,65,49,13,4,3,0,0,0,6,1
MIR769,1,0,1,1,1,1,1,0,0,0,1,0
IRF2BP1,53,80,2889,1417,1992,623,1102,807,1298,1911,1306,741
SIX5,37,122,2329,1181,2185,998,1083,903,2078,2691,1612,610
DMPK,77,52,2405,1169,1393,715,830,485,1823,2235,1187,804
MEIOSIN,0,0,698,350,9,0,0,0,5,28,8,0
FBXO46,45,101,3115,1625,1580,897,805,530,809,1734,726,676
RSPH6A,9,13,2250,1145,111,80,86,122,31,17,85,93
DMWD,76,78,2097,993,1282,956,1570,2266,1529,3029,1355,859
SYMPK,301,308,3169,1803,4968,2554,2959,3234,2888,4359,3551,2155
GIPR,13,0,2006,1072,64,41,32,166,38,106,57,54
QPCTL,34,76,1448,712,446,574,771,453,969,633,534,584
SNRPD2,294,667,339,183,11257,6443,12073,13515,16540,30885,18120,10921
GPR4,23,9,3139,1545,6,297,197,145,310,161,329,188
EML2,180,87,2301,1239,2432,1034,1214,7566,1894,1780,2312,1860
MIR330,1,0,61,35,0,0,0,0,0,0,0,0
MIR330,1,0,1,1,0,0,0,0,0,0,0,0
PPM1N,0,3,2463,1179,85,32,16,0,18,59,58,25
FOSB,5,3,1024,518,12153,530,941,4527,2469,1860,17018,1433
RTN2,15,21,1736,905,629,274,510,437,984,1036,632,222
OPA3,35,54,891,398,789,448,928,625,862,1451,675,740
VASP,203,191,1684,601,4044,2429,4932,2919,4588,4619,3905,3142
ERCC1,68,106,699,396,1585,700,1153,1427,1096,3254,1568,860
POLR1G,38,80,2114,1212,804,373,616,1013,629,1229,804,746
PPP1R13L,187,76,2678,1371,26275,2241,2238,390,1829,11916,3989,4988
EXOC3L2,9,6,1026,501,40,169,198,90,301,320,139,276
BLOC1S3,23,37,767,367,963,905,889,583,1023,1716,1128,951
MARK4,75,59,2450,1087,746,634,898,1355,879,1337,864,1819
ERCC2,90,112,2881,1681,907,681,1117,592,906,1106,699,795
KLC3,188,166,1625,640,8380,1049,1969,4,2446,6632,3416,7998
CKM,27,0,1117,563,16,73,6,982,10839,37,11,123
TRAPPC6A,8,139,537,257,856,438,408,321,1376,662,415,627
NKPD1,27,59,3223,1579,206,367,153,0,393,320,42,1066
PPP1R37,153,221,1985,987,2094,1776,2299,1382,2462,2628,2162,2824
APOC2,0,0,335,186,367,21,19,9,15,64,4,4
GEMIN7,33,56,450,234,434,271,524,669,781,1458,493,500
ZNF296,27,19,1808,925,578,203,253,180,451,669,306,391
RELB,78,69,1821,887,2295,1596,3123,940,2421,7267,1892,1634
APOC1,57,55,414,257,1092,681,3171,655,1773,717,784,676
CLPTM1,250,233,2285,1294,3212,2618,3213,4197,3965,2515,3823,3854
TOMM40,89,136,1181,666,2741,1475,3489,3307,2770,3723,1836,2519
APOE,1346,580,1137,540,7222,33088,47826,199518,65502,89510,32207,14838
NECTIN2,225,426,1541,827,15135,3740,10746,8235,6040,13523,5748,3582
CBLC,25,31,1597,933,1312,436,995,0,517,1626,576,344
BCAM,356,400,1759,811,32719,6410,10962,21642,15722,17235,14461,7719
BCL3,23,8,507,269,1008,1588,2500,986,1809,5063,1269,2291
CEACAM19,0,8,23,22,34,10,13,0,5,39,21,158
PVR,100,85,1004,556,409,1424,1256,833,1102,2785,1314,1154
ZNF180,51,77,3059,1995,376,307,256,58,370,197,453,145
ZNF285,3,13,2300,1445,0,40,26,12,64,24,56,10
ZNF229,40,134,3235,2042,146,285,253,112,393,58,359,73
ZNF235,58,88,3417,2426,591,398,304,261,579,317,833,423
ZNF112,121,197,1020,757,448,742,483,60,1133,317,736,338
ZNF227,12,113,5599,3438,454,475,403,336,857,350,559,205
ZNF45,88,115,3652,2165,376,326,254,189,720,267,909,299
ZNF404,27,27,3115,1901,21,65,21,68,43,62,58,9
ZNF283,172,200,2453,1517,285,507,269,162,466,204,410,133
LYPD5,85,23,625,386,40,0,0,0,7,0,0,6346
PLAUR,44,11,834,481,148,613,1523,757,838,850,689,939
CADM4,21,45,594,289,278,187,334,201,359,382,325,577
ZNF428,41,55,424,322,1026,627,1209,812,1841,1795,1231,788
KCNN4,20,151,1505,721,1518,1136,2857,431,4616,3092,1891,798
SMG9,120,314,1992,974,5465,2559,2638,2562,2606,4734,2650,940
PINLYP,32,15,635,317,8310,133,57,0,369,1884,19,2993
ZNF576,93,178,11,27,3710,1674,1769,1082,2286,2620,2331,998
IRGQ,180,214,3461,1720,3462,1447,2359,1727,2539,3900,1768,1828
ZNF575,4,0,1073,579,305,103,215,356,256,869,185,78
XRCC1,127,74,1257,848,2752,983,1501,1417,2345,3920,2138,1431
ETHE1,45,66,905,443,760,824,1535,3036,2319,3159,2306,1602
PHLDB3,85,59,1324,853,946,333,524,419,515,648,866,1312
TEX101,6,0,938,578,2,0,0,0,0,0,3,36
LYPD3,318,46,1302,790,946,10,8,0,20,0,14,16793
CD177,7,0,888,471,39,0,9,203,35,43,213,103
CEACAM28,13,16,655,336,139,210,218,372,333,362,998,565
CEACAM23,4,6,439,220,57,57,79,129,61,45,141,55
CNFN,56,18,246,106,259,0,0,0,18,0,0,25647
TMEM145,0,30,2388,1270,21,96,45,16,171,157,65,19
PAFAH1B3,104,98,476,228,1762,1286,2107,2374,3066,5368,3118,1723
MEGF8,268,207,9018,4491,2752,2396,2516,1935,1856,5016,2497,1192
CXCL17,0,4,491,322,39,80,3877,14,196,293,164,11
CEACAM1,37,125,371,236,2376,1353,2157,1271,1131,111,1487,383
LIPE,770,126,3119,1634,882,577,839,71841,783,1274,4691,633
ERF,90,117,2644,1313,1605,1042,1925,690,2070,1704,1781,1636
CIC,298,260,5974,2849,3539,4796,4030,2959,2680,2866,3159,2282
GSK3A,85,128,1305,663,3595,2556,3320,1640,3075,4567,2787,2754
ZNF526,68,52,2412,1253,774,570,525,426,616,1798,436,403
DEDD2,75,64,2021,875,1347,579,1232,786,933,2452,1418,1803
POU2F2,0,7,1790,993,23,122,53,192,61,44,31,119
ATP1A3,6,32,3426,1885,0,12,0,0,177,0,13,0
ZNF574,67,74,4039,1979,1693,983,953,584,1421,1257,1264,1004
GRIK5,19,6,2353,1269,70,316,288,144,292,1140,748,181
ERFL,3,0,65,63,11,0,0,0,0,0,0,11
RABAC1,414,467,785,380,12011,7632,13133,22989,14852,45143,22628,15007
CD79A,0,3,1075,520,50,275,171,20,128,408,276,148
ARHGEF1,258,255,2801,1313,4533,4171,4002,3463,4399,7407,4755,3143
ERICH4,18,10,645,521,100,76,31,12,47,89,152,48
DMAC2,38,47,544,317,1073,648,876,445,776,788,1280,765
RPS19,1849,6938,241,157,96352,49157,76037,75989,102197,250240,114878,85186
EXOSC5,26,55,748,389,847,404,597,992,607,1152,670,579
TMEM91,4,8,313,144,52,49,56,103,140,450,145,71
B9D2,14,9,464,268,591,214,459,462,565,840,876,357
BCKDHA,284,331,1111,568,4415,2390,3548,10119,5273,5612,4251,3152
B3GNT8,53,15,146,74,103,108,127,524,200,294,401,325
TGFB1,47,32,1359,652,705,907,1266,1915,1637,2039,1474,1302
CYP2S1,56,0,1319,682,1309,255,918,397,415,859,303,431
CYP2A7,46,0,860,485,17,0,10,44,4,9,39,0
CYP2A13,404,3,740,363,96,21,93,569,52,26,240,0
HNRNPUL1,955,1332,2563,1470,14905,12354,12719,12047,16306,13231,16869,9781
AXL,761,382,2448,1402,268,3548,911,1894,3092,226,3183,2234
CCDC97,99,61,1316,681,2418,1360,1827,1863,2088,3489,1496,1412
CYP2F1,0,0,733,461,37,22,79,14,18,56,47,0
EGLN2,173,204,1263,596,3008,1700,3481,4513,3807,8253,3961,2948
RAB4B,49,50,699,393,1503,1146,2080,1599,2291,5445,2413,1713
MIA,15,33,6,25,380,225,646,18,650,357,249,166
MIR8892,0,1,0,1,1,1,1,1,1,1,1,0
